"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,2.658150719,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,2.683159088,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,2.461004326,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,2.253231389,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.575403121,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.302253653,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.417973497,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,1.74864888,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,1.618303377,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.984676303,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-12.766515605,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-3.880948102,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,-3.728698524,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1985-Q1","Q1-1985","PC","Percentage","0","Units",,,0.967428821,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1985-Q2","Q2-1985","PC","Percentage","0","Units",,,1.077316094,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1985-Q3","Q3-1985","PC","Percentage","0","Units",,,1.145804689,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1985-Q4","Q4-1985","PC","Percentage","0","Units",,,0.819606335,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1986-Q1","Q1-1986","PC","Percentage","0","Units",,,0.426418586,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1986-Q2","Q2-1986","PC","Percentage","0","Units",,,0.629962007,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1986-Q3","Q3-1986","PC","Percentage","0","Units",,,0.684979219,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1986-Q4","Q4-1986","PC","Percentage","0","Units",,,0.585725723,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1987-Q1","Q1-1987","PC","Percentage","0","Units",,,0.319245978,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1987-Q2","Q2-1987","PC","Percentage","0","Units",,,1.652607769,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1987-Q3","Q3-1987","PC","Percentage","0","Units",,,1.102827553,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1987-Q4","Q4-1987","PC","Percentage","0","Units",,,1.819856768,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1988-Q1","Q1-1988","PC","Percentage","0","Units",,,0.821337045,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1988-Q2","Q2-1988","PC","Percentage","0","Units",,,0.694716411,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1988-Q3","Q3-1988","PC","Percentage","0","Units",,,1.050231212,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1988-Q4","Q4-1988","PC","Percentage","0","Units",,,1.158277522,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1989-Q1","Q1-1989","PC","Percentage","0","Units",,,1.226366069,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1989-Q2","Q2-1989","PC","Percentage","0","Units",,,0.399317068,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1989-Q3","Q3-1989","PC","Percentage","0","Units",,,0.977863878,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1989-Q4","Q4-1989","PC","Percentage","0","Units",,,0.960194898,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1990-Q1","Q1-1990","PC","Percentage","0","Units",,,0.967395878,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1990-Q2","Q2-1990","PC","Percentage","0","Units",,,0.909087693,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1990-Q3","Q3-1990","PC","Percentage","0","Units",,,0.360257518,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1990-Q4","Q4-1990","PC","Percentage","0","Units",,,0.230205201,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","Units",,,0.065161725,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","Units",,,0.634633792,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","Units",,,0.31961368,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","Units",,,0.609615768,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","Units",,,0.87247071,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","Units",,,0.274627889,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","Units",,,0.487513299,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","Units",,,0.276959019,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","Units",,,0.203594101,,
